User ID;Rank;Skipper;Team;Points
59fed23ee0750e372d69452f;1;Koky - PVe;Team PVe;130083
5e8df6b8080c8cbd4514ea2e;2;BlackPanther BSP;Black Sailing Project;122593
5fa9273ba73ee0501838d7a0;3;Nico_jud - PVe;Team PVe;121642
59c0d503b395b292ed620fa4;4;Arylla / INC-BUREAU VALLEE;INC - Bureau Vallée;120198
5fa79ce8a73ee0501802808c;5;Lohann la Terreur - BFC;Team BFC;119270
5ea19517080c8cbd451c79b8;6;BigLuD-EZ TheSeaCleaners ;ExtaZ Sea-The SeaCleaners;118273
59c95020b395b292ed62bcbf;7;Papichulo TORC / YWCN;TORC YesWeCanNette;116515
59c16f64b395b292ed621d2e;8;Tipapacheri BSP;Black Sailing Project;116039
59fef2ace0750e372d69768d;9;Sem la Guédonne - BFC;Team BFC;115176
59caa400b395b292ed62cea8;10;Rostef;InternationalOffshoreTeam;111153
59fef5bae0750e372d697b99;11;Flying Phil /INC-BUREAU VALLEE;INC - Bureau Vallée;110252
59f4ca29e0750e372d679c06;12;pogo761-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;109861
5bdab801517022fc09d3fb40;13;bigoudmat;CrashOubidou;108884
5eccecee8e4c1d3e55e6e7d1;14;falcon470 / INC-BUREAU VALLEE;INC - Bureau Vallée;108658
5fa70bafa73ee050185468d1;15;Bro-Naoned - BSP;Black Sailing Project;108625
61828ce12a05eec971f39d9f;16;MC kele / INC-BUREAU VALLEE;INC - Bureau Vallée;108421
5fa6822aa73ee05018f61d03;17;El_Double_Ve;CrashOubidou;108240
59fdc1ace0750e372d68d383;18;LaGambasSansPlastic-TORC/YWCN;TORC YesWeCanNette;107672
5bdf02de517022fc09d77461;19;Bayadère / INC-BUREAU VALLEE;INC - Bureau Vallée;107115
62f8f6a6bff43b1b68306d29;20;Goldman / INC-BUREAU VALLEE;INC - Bureau Vallée;106945
59fc6267e0750e372d687df1;21;Cerise30 - BSP;Black Sailing Project;106305
5fa16c5fa73ee05018f037de;22;EcLaiR-BFC;Team BFC;105453
5ac0c4ee7b296eaadfcf3d51;23;Ced007 / INC-BUREAU VALLEE;INC - Bureau Vallée;105321
5fa4a228a73ee0501824c710;24;PassTaga-TPN;Alliance AVR / TPN;103897
59c0e543b395b292ed6210ed;25;MousseLine BSP;Black Sailing Project;103477
5fa7a9e8a73ee05018e83261;26;DPS-Berc BSP;Black Sailing Project;103284
5faafaeba73ee050182a9a22;27;Isbjorn45 / LSV-Trustable;LSV - Trustable;103114
5fa7dbd4a73ee05018785172;28;MySky - PVe;Team PVe;102920
60733f3737e7cb7ea8caee3d;29;SilverWings07; ;102486
5a00782f7b296eaadfc09ab5;30;Pier123 - BSP;Black Sailing Project;102381
5f5487d652e859ef03015403;31;Luth / INC-BUREAU VALLEE;INC - Bureau Vallée;102125
59c0f22ab395b292ed6211c0;32;gameuro 974-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;102074
5f92b3f1a73ee05018206053;33;Tumi Biscotte / INC-BUREAU VALLEE;INC - Bureau Vallée;101718
5dff781798b1b8ca595fbdb2;34;Viper640;InternationalOffshoreTeam;101699
5fa7eee8a73ee05018adc41b;35;MAMY.85 - TORC / YWCN;TORC YesWeCanNette;101223
5fce878106999515a3f141b1;36;ElPat / INC-BUREAU VALLEE;INC - Bureau Vallée;100979
5fa5b407a73ee05018a43fbd;37;Pelican Alpha - TORC / YWCN;TORC YesWeCanNette;100879
5fa463eea73ee0501878fd69;38;MUSHROOMBOAT/INC-BUREAU VALLEE;INC - Bureau Vallée;100583
59c6c286b395b292ed62993b;39;toto791_TVD/SODEBO;Team Vendée TVD/SODEBO;100326
59fefc59e0750e372d698969;40;ALL4ONE-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;100318
5c29de34517022fc09fe67e2;41;Héphaïstos / INC-BUREAU VALLEE;INC - Bureau Vallée;100288
5bdea7dd517022fc09d6024b;42;NewTeam - PVe;Team PVe;100127
5f96f367a73ee050180d4c8f;43;Taïna0208 / INC-BUREAU VALLEE;INC - Bureau Vallée;99961
59fedf5be0750e372d695a67;44;WildSheep - PVe;Team PVe;99824
5fa66cd2a73ee0501876dc8d;45;Jélavoile - TORC/YWCN;TORC YesWeCanNette;99741
59c143e7b395b292ed621938;46;M63-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;99729
5fe648f924ee492001a0586b;47;Mimi5672 / INC-BUREAU VALLEE;INC - Bureau Vallée;99581
5e9b1083080c8cbd45198427;48;Euskal Herria - PVe;Team PVe;99344
5fdf407424ee492001d1c9a5;49;Cafétagada TPN;Alliance AVR / TPN;99258
626b8c6d8c6fa6461854d5f8;50;Amity-TP83;Team Pro 83;99111
59c2d2c4b395b292ed623ae9;51;Pakebo61 PVe;Team PVe;98661
5fcceea006999515a3442835;52;did.mdm - BSP;Black Sailing Project;98503
5e7e1302080c8cbd450f1f69;53;Sandokan-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;98436
5fa6a38ba73ee050185a1a35;54;SkipBouv LJDE;Restaurant Le Jade LJDE;98178
5fa28cffa73ee0501871bcb1;55;ay_rth - BFC;Team BFC;97351
5f980477a73ee0501838bffa;56;FleM LJDE;Restaurant Le Jade LJDE;97230
5fadacf506999515a36b8435;57;ScipioVR;InternationalOffshoreTeam;97213
5bdd66c9517022fc09d50fe8;58;Brug35 / LSV-Trustable;LSV - Trustable;97140
5bd1a9f8517022fc09d27fdd;59;Talis - PVe;Team PVe;97128
59c2979db395b292ed6232a7;60;PenGuinVIII;Les Champions;96798
5fa80233a73ee0501886631a;61;DDeux-EZ TheSeaCleaners ;ExtaZ Sea-The SeaCleaners;96785
5d35b1f7f6c716887c0ca3db;62;Mickey - BSP;Black Sailing Project;96643
59c13440b395b292ed62179c;63;PHIL72 / INC-BUREAU VALLEE;INC - Bureau Vallée;96624
5fa4648aa73ee050188235ec;64;Julien - Sodebo;Esailing France-ESF;96442
6077266a37e7cb7ea8c98e55;65;The Prawn Star;InternationalOffshoreTeam;96231
5faa895da73ee05018d984a8;66;modus34_AVR;Alliance AVR / TPN;96108
5bdf43a3517022fc09d8aa8f;67;Pac-Man / INC-BUREAU VALLEE;INC - Bureau Vallée;96035
5dc144cd98b1b8ca594252e0;68;RflBzH - PVe;Team PVe;95979
5fa879e9a73ee050183e5532;69;Brunours-ESF;Esailing France-ESF;95911
5fa590afa73ee050186de7b1;70;PHL-CNPVA - PVe;Team PVe;95855
5fb23d4a06999515a34cf9f7;71;NikoSurcouf - CBD;CrashOubidou;95753
5e9c5d80080c8cbd451a38e7;72;marc07_AVR;Alliance AVR / TPN;95653
5fa7da10a73ee050183d1ef1;73;JMM - PVe;Team PVe;95635
59c0d27db395b292ed620f7a;74;Gwened56-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;95602
5f90c59352e859ef031241be;75;From Nîmes - PVe;Team PVe;95350
5db58aec34559d27edba418b;76;Juceal-PVe;Team PVe;94946
5fa2d419a73ee05018ad0d25;77;LeModeste - PVe;Team PVe;94693
5bcb0a77517022fc09d21580;78;Zanpayo-BFC;Team BFC;94283
5fa6dc7fa73ee0501887909b;79;kristrepen-RV&N;Real Vikings & Normands;94262
59d362c3b395b292ed63d1dc;80;Eole 44 LMT;Les Mâts Traqués;94111
5fa7c580a73ee05018d4a513;81;Coyote53 - ESF;Esailing France-ESF;94081
5faad0dfa73ee05018a0a49e;82;Okkoto - TORC / YWCN;TORC YesWeCanNette;94049
59ffa55e7b296eaadfc039b4;83;dinio_AVR;Alliance AVR / TPN;93937
5fa56298a73ee05018467775;84;Mousse prudent ISF;ISF FRANCE;93920
5dc9a2ee98b1b8ca5946b039;85;metalmaster-TP83;Team Pro 83;93790
5fa956ffa73ee050184d0d16;86;papi.michel - PVe;Team PVe;93711
59cd5cefb395b292ed62f931;87;Ross / INC-BUREAU VALLEE;INC - Bureau Vallée;93635
5e8a4eb0080c8cbd4513a7b4;88;Duaruog_TVD/SODEBO;Team Vendée TVD/SODEBO;93600
5be236f5517022fc09dbdc5a;89;le seigneur-;CrashOubidou;93540
59c16583b395b292ed621c36;90;Macotoso / INC-BUREAU VALLEE;INC - Bureau Vallée;93424
6055bfdfd7d77a6aa45c7afc;91;Farley;Orcas;93387
59c1527db395b292ed621abd;92;juraEZic-TheSeaCleaners;ExtaZ Sea-The SeaCleaners;92987
636cd3caf8181a917cf28eb1;93;Lisarah - TORC / YWCN;TORC YesWeCanNette;92940
61297f6d2a05eec971dc6e1a;94;TorbayDave BSP;Black Sailing Project;92862
59fdb530e0750e372d68cd77;95;kdesc39-BFC;Team BFC;92826
5fdbd72824ee492001ef1f74;96;JefKe-GLP;Grand Large Perseverance;92742
5e7789d0080c8cbd450bcd31;97;Linus-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;92294
5ebd1567080c8cbd45260016;98;Curallu - PVe;Team PVe;92225
5fa3cd6aa73ee05018fc395c;99;BroDreger/ForPeople&Planet;BHT / VULNERABLE;92045
5feca77824ee492001424aff;100;Mauro9500 - FIV;Federazione Italiana Vela;91910
59f37ce7e0750e372d676fff;101;Knip_____/);Alliance AVR / TPN;91793
6182ccac2a05eec971375598;102;SailSmurf / LSV-Trustable;LSV - Trustable;91690
5fa9208fa73ee050182c5bf4;103;Ar vag ~^,^;SEAWOLVES-FIRST-ASSAULT;91601
59d8b264e7821e29549176d1;104;zecagou BSP;Black Sailing Project;91485
5fc2720706999515a3696f80;105;La Truite Etoile - BFC;Team BFC;91426
5fa7a480a73ee050187a1396;106;Cadillac - TORC/YWCN;TORC YesWeCanNette;91374
59d11260b395b292ed636bb9;107;loange / INC-BUREAU VALLEE;INC - Bureau Vallée;91360
61ebd4ca2a05eec9718c2abb;108;Matt Breizh 56 - PVe;Team PVe;91209
5fa8609fa73ee0501829b85d;109;SkipperDuMad ITYC.FR - PVe;Team PVe;91154
6207738a2a05eec97122595b;110;Speedol Star BSP;Black Sailing Project;91037
59c14b0bb395b292ed621a03;111;Fly_Star_TVD/SODEBO;Team Vendée TVD/SODEBO;90933
5b3a7f51517022fc09cee349;112;feg-ITA ST2.0;Italia ST2.0;90900
5b850614517022fc09d06bb3;113;Philippe-VSA;vannes et ses alentours;90880
61cdcd952a05eec9713aee09;114;Velista 71 / INC-BUREAU VALLEE;INC - Bureau Vallée;90843
5b3e8a36517022fc09cefe49;115;Totoship17_AVR;Alliance AVR / TPN;90753
59eb837ae0750e372d65049c;116;Pom Pom Galli BSP;Black Sailing Project;90735
59fedbc1e0750e372d695553;117;Menfin; ;90632
5bdf3d66517022fc09d89230;118;LE TRADEUR - PVe;Team PVe;90062
5fa980eaa73ee0501800dd2b;119;regis jrx - PVe;Team PVe;90059
5fa70cf8a73ee05018740226;120;Lucas_LMSM - PVe;Team PVe;89985
5faac717a73ee0501812e325;121;FloMaoré - TORC / YWCN;TORC YesWeCanNette;89964
5c19470b517022fc09faa192;122;lucena;Alliance AVR / TPN;89880
59cd4660b395b292ed62f770;123;BreizhPunisher's / LSV-Trustable;LSV - Trustable;89857
59c111a7b395b292ed6214bb;124;Your Mom SA;InternationalOffshoreTeam;89848
5fa5e2aba73ee050180ac82a;125;Mikko ~^,^;SEAWOLVES-FIRST-ASSAULT;89695
59c0f5e0b395b292ed62121c;126;Cdt Mitchell-EZ TheSeaCleaners ;ExtaZ Sea-The SeaCleaners;89678
59de45f5e0750e372d638ae7;127;MMCAY85_TVD/SODEBO;Team Vendée TVD/SODEBO;89657
5fd50bc306999515a3430129;128;Matheol13 - PVe;Team PVe;89585
59c40ab3b395b292ed625660;129;GS-TPN - Sylvie - Sodebo;Alliance AVR / TPN;89550
61f4ee272a05eec971620043;130;Agil’Talon / LSV-Trustable;LSV - Trustable;89399
5bdc8ca4517022fc09d4c1e1;131;Cyros - TORC / YWCN;TORC YesWeCanNette;88964
59c143bcb395b292ed621930;132;Drakkar53 / INC-BUREAU VALLEE;INC - Bureau Vallée;88920
59d2572eb395b292ed63a8fe;133;Marius Jacob-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;88915
5bdef8bc517022fc09d74123;134;Bibi77/ForPeople&Planet;BHT / VULNERABLE;88632
5a1b17c17b296eaadfc4b4c1;135;Lollipop;InternationalOffshoreTeam;88559
59cf6909b395b292ed632539;136;Scoub21 - BSP;Black Sailing Project;88466
5a777ae57b296eaadfcb80cf;137;Miceri;InternationalOffshoreTeam;88348
59c60645b395b292ed628842;138;Titophe/ForPeople&Planet;BHT / VULNERABLE;88262
5a45184a7b296eaadfc8394a;139;C&MTotW-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;88022
5ede711552e859ef03ee7430;140;BrEZilian-TheSeaCleaners ;ExtaZ Sea-The SeaCleaners;87981
59c60cdeb395b292ed628924;141;Romy6900;LES AFFRANCHIS;87963
59ff0656e0750e372d69ad08;142;scrat21-BFC;Team BFC;87953
59fe038fe0750e372d68f15f;143;Megalithe-TP83;Team Pro 83;87937
5a4fc9737b296eaadfc91cfc;144;YokoRecaro - PVe;Team PVe;87805
59eeff61e0750e372d667c69;145;Captain-Cleegs TPN;Alliance AVR / TPN;87700
608e291b37e7cb7ea86eb11f;146;SIGNORINI - FIV;Federazione Italiana Vela;87651
5a5ca2f67b296eaadfca3626;147;MALIBU ** - TP83;Team Pro 83;87571
5fa1c439a73ee05018d21397;148;Ethio05 - TORC / YWCN;TORC YesWeCanNette;87309
5fac3401a73ee05018b553c7;149;maelian44 LJDE;Restaurant Le Jade LJDE;87181
600f03c324ee4920012ed900;150;Bateau_Balai - WB;Wind Busters;87165
5bdf0cd6517022fc09d7b5ff;151;Canard - PVe;Team PVe;87153
5a4168c07b296eaadfc7dded;152;USS JCAZ;ELKANO USS TEAM;86856
5fa471c4a73ee050182bd3d2;153;Ewen_Le Pirate-EZ TheSeaCleaners;EXTAZ SEA PORT;86842
5fa67fa0a73ee05018ca2fbd;154;GreenCricket;ANJOU VR TEAM - AVT49;86720
59c14cd3b395b292ed621a35;155;Achphil;CrashOubidou;86705
5bda24e6517022fc09d3e4f8;156;KAMABIS II;LES AFFRANCHIS;86639
5fa7d50aa73ee05018b55410;157;Malaouig35 - TORC / YWCN;TORC YesWeCanNette;86593
5fa98d7da73ee0501836e2b1;158;Bunggy_60;Projection Virtuelle #1;86530
5fbc0d9d06999515a314f9bd;159;BOLOROMJ-TORC/YWCN;TORC YesWeCanNette;86489
59c0ce57b395b292ed620f31;160;CaptainJK-BSP;Black Sailing Project;86418
59cbda56b395b292ed62dec6;161;Sernine/ForPeople&Planet;BHT / VULNERABLE;86375
59c1ffdeb395b292ed62233a;162;Daflo ESF;Esailing France-ESF;86349
59fc6b82e0750e372d688026;163;fitrops-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;86301
5fac0a0ba73ee05018d10442;164;Arcadia - PV;Projection Virtuelle #5;86207
5fa861c1a73ee0501851bb2f;165;HugoBoff-LBP;Les Barjots Pirates;86205
5fd604c206999515a3f92b2c;166;High Hopes - TORC / YWCN;TORC YesWeCanNette;85938
5fa171c8a73ee050182a033f;167;Crazy Sea-Horse - PVe;Team PVe;85894
5fa7b336a73ee05018c0a695;168;Florus00 - TORC / YWCN;TORC YesWeCanNette;85762
5fa809efa73ee05018dc5a0e;169;Asterix-TP83;Team Pro 83;85677
5f54fa3952e859ef03017158;170;Ketchup / INC-BUREAU VALLEE;INC - Bureau Vallée;85600
6002a32f24ee492001e59b12;171;Lafileuse973-PVe;Team PVe;85581
59d34104b395b292ed63cc80;172;cashbobby;LES AFFRANCHIS;85552
5fa543cca73ee05018b0d771;173;rrrrremi - PVe;Team VVe - Au Sec;85543
5fa7efffa73ee05018df4175;174;Snouf-ESF;Esailing France-ESF;85512
5f9ecce6a73ee050184ada12;175;philou015 / LSV-Trustable;LSV - Trustable;85511
59cbe015b395b292ed62df9a;176;Mikezod-RV&N;Real Vikings & Normands;85507
5fa6e39aa73ee0501815c49d;177;Acidstorms / LSV-Trustable;LSV - Trustable;85457
5fa03d98a73ee05018ca6687;178;Kiek mol in TG II;Team Germany II;85424
5fad6a12a73ee05018bc7161;179;LeShad92 - PVe;Team PVe;85335
5fa92c99a73ee050181354da;180;WingOver974 - PVe;Team PVe;85333
5f81d36652e859ef030bdb19;181;Phipa/ForPeople&Planet;BHT / VULNERABLE;85302
5fa65b90a73ee0501855862c;182;Masterwinds/crashoubidou;CrashOubidou;85249
59d8d614e7821e2954917e97;183;USS RODNOIR;ELKANO USS TEAM;85245
5fb94ed506999515a3b6aed0;184;MaevaSR - GLP;Grand Large Perseverance;85164
59c77e87b395b292ed62a1c0;185;MMA76330-CNE;CNE;85111
5e5af599080c8cbd4500d42e;186;OMB;InternationalOffshoreTeam;85102
5f8c0f8f52e859ef03102b87;187;Cloc - BSP;Black Sailing Project;85031
59c253eeb395b292ed622a41;188;tigrou26120-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;85017
59ff13dfec355084ecde02f9;189;Domlevis-TLCM69;TEAM LYON-CATA-MARRANT 69;85009
5fa681e2a73ee05018f03477;190;Bozo-TP83;Team Pro 83;84999
5fa6af11a73ee050182c950d;191;PIUOSC;CrashOubidou;84887
601fb0cbd7d77a6aa4c8ea0f;192;Proteus75;CrashOubidou;84830
5fa7d05ca73ee050183029b1;193;viking ,) - PV;Projection Virtuelle #9;84826
5fa7eb72a73ee050180d2050;194;Déferlante Malherbiste / LSV-Trustable;LSV - Trustable;84804
59feeb5be0750e372d696bf3;195;pat@50-RV&N;Real Vikings & Normands;84777
5fa6b16fa73ee050185695a6;196;Dragonfly Express / LSV-Trustable;LSV - Trustable;84736
5bd9e4b3517022fc09d3c5e0;197;La-Mora;ISF FRANCE;84693
5fa7d75da73ee05018f0387c;198;LaVigieRMC - Team TFS;TFS;84682
5c1ea6b1517022fc09fbf24b;199;Anthony esog49 LJDE;Restaurant Le Jade LJDE;84679
59c618fcb395b292ed628aa3;200;Tribord56 - PVe;Team PVe;84669
5fb7bf7e06999515a351480b;201;CapitaineTroy1;CrashOubidou;84544
5e3995ba98b1b8ca59797753;202;HAPPINESS;Team Germany II;84414
5fa9cba7a73ee050180fbe88;203;Partris RT-GER;regatta team-GER;84259
59c69355b395b292ed62954e;204;MOANA IV-TP83;Team Pro 83;84251
5bdead24517022fc09d60ba0;205;TOOTHFAIRY.ESF-LPO;Esailing France-ESF;83968
5faba646a73ee05018200940;206;Jackouille 93 - TORC / YWCN;TORC YesWeCanNette;83831
5d6a1b016f64cfd434339be9;207;Iron G - PVe;Team PVe;83708
5fa3a4aba73ee05018265394;208;TcAir11 - PVe;Team PVe;83679
6187c67d2a05eec971092313;209;Misterfi33 - TP83;Team Pro 83;83631
5fb91fbe06999515a3494b60;210;FSR NAN - V 42;VERTS 42 & Cie;83575
5fa5a825a73ee05018dd3971;211;Er17; ;83560
5fcd50ac06999515a3fead74;212;capitaine caverne35 - PVe;Team PVe;83556
59d99029e7821e29549195a7;213;Picard44_ISF;ISF FRANCE;83526
59cb907ab395b292ed62d86c;214;oldpassor / INC-BUREAU VALLEE;INC - Bureau Vallée;83517
59c686a9b395b292ed629444;215;Tikahiva56-ESF;Esailing France-ESF;83513
5bdb4ef8517022fc09d44d86;216;Adel85 - PV GIRL;Projection Virtuelle GIRL;83479
61d1961f2a05eec9711c64f5;217;Ricou63_TGV/Eric;TGV;83478
5bdaa7d8517022fc09d3f544;218;RobinboatII-MAR;Team Marins;83464
59ff0631e0750e372d69ac4e;219;ig69; ;83447
59cb977ab395b292ed62d8e5;220;LOUNAEJOY-TP83;Team Pro 83;83425
59f5cf4de0750e372d67b65b;221;Poire85_TVD/SODEBO;Team Vendée TVD/SODEBO;83413
59c2069bb395b292ed6223b4;222;Ebbo;Team Germany II;83316
5fa92187a73ee05018510998;223;JaqDaniels59-AFF;LES AFFRANCHIS;83271
61bf23122a05eec971e9aaa0;224;Petit Escargot - PV;Projection Virtuelle #5;83249
5bddd0fc517022fc09d5718a;225;pitch pour Gilbert-PDTY4EVER;Pen Duick - TABARLY YACHT;83209
59ca591fb395b292ed62c845;226;Taelana2702 / INC-BUREAU VALLEE;INC - Bureau Vallée;83205
5f9fcec4a73ee050188108c2;227;Mad'Ness;CrashOubidou;83196
636508295a2cd8d10cafd66c;228;Buck Danny / LSV-Trustable;LSV - Trustable;83007
614b88362a05eec9716e29dc;229;fancelot - KOESIO;Projection Virtuelle #5;82889
5e9484ee080c8cbd45170525;230;Belbriz;Alliance AVR / TPN;82826
5fa801aca73ee050186f7077;231;Giloupetanque - ESF;Esailing France-ESF;82799
5d937ec16f64cfd43442c383;232;Minilamb.yt CBD;CrashOubidou;82788
5fa1af4da73ee05018dcb124;233;REDS69460 - ESF;Esailing France-ESF;82756
5fbfedcc06999515a31c2df4;234;RshN13 - TORC/YWCN;TORC YesWeCanNette;82733
59c3f041b395b292ed6251a6;235;Jack_Rackham-TP83;Team Pro 83;82730
5a871cf47b296eaadfcc827a;236;juan-ivos- AD; ;82648
632e822f39803415bbba4f52;237;Anna La Saxonne;TBM- Les Bretons & La Mer;82614
6053bfddd7d77a6aa4b7473a;238;Enry Laser TdB - FIV;Federazione Italiana Vela;82560
59c63d85b395b292ed628e57;239;PlanB - PYR;PYR;82488
5a40d71b7b296eaadfc7d1b2;240;farwind74 - BSP;Black Sailing Project;82448
59c21ab5b395b292ed622503;241;Barquerme TPN;Alliance AVR / TPN;82442
5db61b2034559d27edbb0df6;242;YAYATRUTCHAMPION - PV;Projection Virtuelle #3;82440
5fa8049aa73ee05018ea9cc8;243;Gulliverforever-NTL;NAUTILUS;82430
59cbe25bb395b292ed62dfea;244;Yan 17; ;82383
59fe4bd8e0750e372d691b37;245;Patounet1 / INC-BUREAU VALLEE;INC - Bureau Vallée;82292
5fa9341ba73ee050185406b1;246;LoBouKin - PV GIRL;Projection Virtuelle GIRL;82290
5fd3e14506999515a3e77345;247;Montecristo11- FIV;Federazione Italiana Vela;82286
5eae9c76080c8cbd45214cca;248;ROHY ONE - eSRT Évo;eSailing Racing Team Évo;82269
5bde9ef9517022fc09d5f796;249;pascal83-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;82157
59c129efb395b292ed6216e9;250;KikoPR BST;BST Brazilian SailingTeam;82099
6360ff8aebfcaaad2ebcf228;251;CaptainSpeaking - TP83;Team Pro 83;82084
59d12902b395b292ed6376bd;252;Cadaquès TORC / YWCN;TORC YesWeCanNette;82063
59c1289bb395b292ed6216c9;253;Patman94;Alliance AVR / TPN;82010
61c7ee882a05eec971877bf1;254;Daz @ Team AI;AUSTRALIA-INTERNATIONAL;81964
5eca883c8e4c1d3e55e6287e;255;Nob75-DB;Deep Blue ®;81921
5fa1ba22a73ee0501862644b;256;Billyboy1-BSP;Black Sailing Project;81808
5bdf071e517022fc09d79258;257;Doudeol / INC-BUREAU VALLEE;INC - Bureau Vallée;81735
5ff9c7ba24ee4920011e196f;258;Take it easy Jole - FIV;Federazione Italiana Vela;81730
59c20cd8b395b292ed6223fe;259;pascbond007_TVD/SODEBO;Team Vendée TVD/SODEBO;81727
5fa90c99a73ee050185629a1;260;Tresenretard1; ;81695
5fd8c6a424ee492001ad1e86;261;"Vercingergovix "" Toppten "" PVE";Team PVe;81638
59c154bab395b292ed621af2;262;Marcusbelgicus-BSP;Black Sailing Project;81609
5faa923ca73ee0501811e8f0;263;JeanVelo49-AVT49;ANJOU VR TEAM - AVT49;81606
5fa6bc93a73ee05018273449;264;Matiasma Ier - end of game; ;81470
5fa7bc7ea73ee05018c6844e;265;Maevan-CNE;CNE;81458
5fa94b08a73ee05018a6a0a7;266;Bisca1402-ESF;Esailing France-ESF;81404
59ff02aae0750e372d699da2;267;zapple - ISF;ISF FRANCE;81369
59c11b76b395b292ed62159f;268;CRISTAU - PYR;PYR;81266
59d3e188b395b292ed63e819;269;SEBORICOR;LES AFFRANCHIS;81266
5dc573a398b1b8ca59446109;270;GrauBe;Alicante VR;81262
59c77756b395b292ed62a117;271;JD1-FNU;FLOATING NUTS;81208
59ff0249e0750e372d699c49;272;LUCHO972 - Mar 13&17;Les Maritimes du 13 & 17;81189
5fac2157a73ee05018a619ab;273;Simjuju_TGV;TGV;81186
59d0cdf8b395b292ed634703;274;FERROLUIS;LES AFFRANCHIS;81184
6122728c2a05eec97172e5ef;275;alaban52 sgps;Team Sgps Fvr;81183
59ce9d82b395b292ed631941;276;oputincon; ;81180
59fe1526e0750e372d68fd7f;277;Exocet 83_AVR;Alliance AVR / TPN;81134
616a9df62a05eec9715630ac;278;Aquoibon - LC;Les Champions;81122
59d26ce5b395b292ed63ae77;279;maneric CS_AVR;Alliance AVR / TPN;81090
59ce6a6ab395b292ed63108c;280;fransou - XXX;Les XXX;81080
59c37293b395b292ed624401;281;kallemans;InternationalOffshoreTeam;81066
5fb6443b06999515a334c139;282;ZZ Cliff - BFC;Team BFC;81062
5db5916634559d27edba4f59;283;RocketRive29-EZ TheSeaCleaners;ExtaZ Sea-The SeaCleaners;81046
5fa6c105a73ee050187b678a;284;Dadur PV;Projection Virtuelle #5;81026
59c41f93b395b292ed6259fc;285;BigOz;SEAWOLVES-FIRST-ASSAULT;80984
5fa6ff42a73ee0501859f233;286;Carrera56650 - TFS;TFS;80962
5fa91eb2a73ee05018e7d5b3;287;Cap_Iten_TFS;TFS;80922
5c16084b517022fc09f9cbfe;288;La Barcasse _ AVR;Alliance AVR / TPN;80911
61881c3c2a05eec971a78fe5;289;Fjällbacka-TP83;Team Pro 83;80894
59c3c64cb395b292ed624baa;290;LeDidko37 / INC-BUREAU VALLEE;INC - Bureau Vallée;80870
5da284c66f64cfd434484088;291;Chinook15 - TUSA;Team USA;80831
59c6249bb395b292ed628bee;292;vincelangoz;LES AFFRANCHIS;80734
59fef75ee0750e372d697e48;293;Mékazilla-PV Girl;Projection Virtuelle GIRL;80673
5f9e64f0a73ee05018543272;294;NumeroDixBis;CrashOubidou;80667
59c125a9b395b292ed621692;295;Aigle-Vert;IST ®;80660
59c74281b395b292ed629d2b;296;Toto72 / INC-BUREAU VALLEE;INC - Bureau Vallée;80597
5fa39550a73ee050187c8e9f;297;les chass'do_TVD/SODEBO;Team Vendée TVD/SODEBO;80585
5f9f27a2a73ee05018dd5fb1;298;Lauchness;LES AFFRANCHIS;80528
59c0f5c5b395b292ed621218;299;Lagona-EZ TheSeaCleaners;EXTAZ SEA PDD;80513
5fa82d98a73ee05018692e1e;300;Tamanart99 - PV;Projection Virtuelle #3;80449
59cf2f58b395b292ed631faa;301;rx8 --H2O--;Les Pirates Des Bermudes;80414
59ccf752b395b292ed62f102;302;Le Pradetan-TP83;Team Pro 83;80413
59feffb0e0750e372d699392;303;kaze wo atsumete - GLP;Grand Large Perseverance;80386
5e2b388b98b1b8ca59732fcd;304;bondiou;LES AFFRANCHIS;80365
5bb3d82c517022fc09d16141;305;MANUMALVI-ESF;Esailing France-ESF;80325
603aa832d7d77a6aa430b868;306;NiWie2372 RT-GER;regatta team-GER;80256
5f9079dc52e859ef03121dd3;307;Berurier Vert - TORC/YWCN;TORC YesWeCanNette;80252
5b473f01517022fc09cf3895;308;Luke31;NO TEAM;80214
59c101a2b395b292ed62131c;309;Helios BSP;Black Sailing Project;80154
5ba9397e517022fc09d1112c;310;GarethMitch ~^,^;SEAWOLVES SECOND ASSAULT;80129
59fef773e0750e372d697e6d;311;Fixtouch_VELUX-Man_72;OCEAN DREAM;80091
5bda0aee517022fc09d3d849;312;JB19 - Gilbert mon ami - PDTY;Pen Duick - TABARLY YACHT;80078
5ffa34d624ee49200196e366;313;Plume-PV GIRL;Projection Virtuelle GIRL;80063
59fdcd34e0750e372d68d8a7;314;Azerty38;Esailing France-ESF;80040
5fa53d39a73ee050185c7709;315;range33;LES AFFRANCHIS;79996
